narration_id,video_id,noun,noun_class,all_nouns,all_noun_classes
P08_04_40,P08_04,drawer,8,['drawer'],[8]
P08_04_41,P08_04,fork,14,['fork'],[14]
P08_04_42,P08_04,knife,4,['knife'],[4]
P08_04_43,P08_04,fork,14,['fork'],[14]
P08_04_44,P08_04,spoon,1,"['spoon', 'drawer']","[1, 8]"
P08_04_45,P08_04,drawer,8,['drawer'],[8]
P08_04_46,P08_04,dishwasher,70,['dishwasher'],[70]
P08_04_47,P08_04,cupboard,3,['cupboard'],[3]
P08_04_48,P08_04,mug,13,['mug'],[13]
P08_04_49,P08_04,mug,13,['mug'],[13]
P08_04_5,P08_04,bottom:processor,147,['bottom:processor'],[147]
P08_04_50,P08_04,mug,13,['mug'],[13]
P08_04_51,P08_04,glass,10,['glass'],[10]
P08_04_52,P08_04,cupboard,3,['cupboard'],[3]
P08_04_53,P08_04,cupboard,3,['cupboard'],[3]
P08_04_54,P08_04,glass,10,['glass'],[10]
P08_04_55,P08_04,glass,10,['glass'],[10]
P08_04_56,P08_04,bowl,7,['bowl'],[7]
P08_04_57,P08_04,cupboard,3,['cupboard'],[3]
P08_04_58,P08_04,bowl,7,"['bowl', 'cupboard']","[7, 3]"
P08_04_59,P08_04,cloth,17,['cloth'],[17]
P08_04_6,P08_04,tap,0,['tap'],[0]
P08_04_60,P08_04,tap,0,['tap'],[0]
P08_04_61,P08_04,mug,13,['mug'],[13]
P08_04_62,P08_04,dishwasher,70,['dishwasher'],[70]
P08_04_63,P08_04,dishwasher,70,['dishwasher'],[70]
P08_04_64,P08_04,dishwasher,70,['dishwasher'],[70]
P08_04_65,P08_04,light,114,['light'],[114]
P08_04_7,P08_04,cloth,17,['cloth'],[17]
P08_04_8,P08_04,glass,10,['glass'],[10]
P08_04_9,P08_04,glass,10,"['glass', 'counter']","[10, 42]"
P08_05_0,P08_05,kitchen,157,['kitchen'],[157]
P08_05_1,P08_05,cupboard,3,['cupboard'],[3]
P08_05_10,P08_05,microwave,90,['microwave'],[90]
P08_05_100,P08_05,skin,48,"['skin', 'garlic']","[48, 51]"
P08_05_101,P08_05,skin,48,"['skin', 'garlic']","[48, 51]"
P08_05_102,P08_05,skin,48,"['skin', 'garlic']","[48, 51]"
P08_05_103,P08_05,tap,0,['tap'],[0]
P08_05_104,P08_05,knife,4,['knife'],[4]
P08_05_105,P08_05,tap,0,['tap'],[0]
P08_05_106,P08_05,piece:skin,48,"['piece:skin', 'sink']","[48, 63]"
P08_05_107,P08_05,garbage,54,['garbage'],[54]
P08_05_108,P08_05,garbage,54,['garbage'],[54]
P08_05_109,P08_05,bag:plastic,19,['bag:plastic'],[19]
P08_05_11,P08_05,plate,2,['plate'],[2]
P08_05_110,P08_05,tap,0,['tap'],[0]
P08_05_111,P08_05,hand,11,['hand'],[11]
P08_05_112,P08_05,tap,0,['tap'],[0]
P08_05_113,P08_05,hand,11,['hand'],[11]
P08_05_114,P08_05,knife,4,['knife'],[4]
P08_05_115,P08_05,onion,16,['onion'],[16]
P08_05_116,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_117,P08_05,seed,122,['seed'],[122]
P08_05_118,P08_05,processor:food,147,['processor:food'],[147]
P08_05_119,P08_05,board:chopping,18,['board:chopping'],[18]
P08_05_12,P08_05,microwave,90,['microwave'],[90]
P08_05_120,P08_05,pepper:bell,37,"['pepper:bell', 'onion', 'processor:food']","[37, 16, 147]"
P08_05_121,P08_05,garlic,51,"['garlic', 'processor:food']","[51, 147]"
P08_05_122,P08_05,lid,6,['lid'],[6]
P08_05_123,P08_05,processor,147,['processor'],[147]
P08_05_124,P08_05,drawer,8,['drawer'],[8]
P08_05_125,P08_05,fork,14,['fork'],[14]
P08_05_126,P08_05,microwave,90,['microwave'],[90]
P08_05_127,P08_05,potato,30,['potato'],[30]
P08_05_128,P08_05,corn,125,['corn'],[125]
P08_05_129,P08_05,corn,125,['corn'],[125]
P08_05_13,P08_05,microwave,90,['microwave'],[90]
P08_05_130,P08_05,heat,65,['heat'],[65]
P08_05_131,P08_05,processor:food,147,['processor:food'],[147]
P08_05_132,P08_05,processor,147,['processor'],[147]
P08_05_133,P08_05,mixture,71,['mixture'],[71]
P08_05_134,P08_05,bowl,7,['bowl'],[7]
P08_05_135,P08_05,bowl:small,7,['bowl:small'],[7]
P08_05_136,P08_05,bowl,7,['bowl'],[7]
P08_05_137,P08_05,cupboard,3,['cupboard'],[3]
P08_05_138,P08_05,board:chopping,18,"['board:chopping', 'bowl']","[18, 7]"
P08_05_139,P08_05,leaf:salad,62,['leaf:salad'],[62]
P08_05_14,P08_05,cupboard,3,['cupboard'],[3]
P08_05_140,P08_05,water:excess,27,['water:excess'],[27]
P08_05_141,P08_05,leaf,62,['leaf'],[62]
P08_05_142,P08_05,towel:kitchen,93,['towel:kitchen'],[93]
P08_05_143,P08_05,towel:kitchen,93,['towel:kitchen'],[93]
P08_05_144,P08_05,towel:kitchen,93,['towel:kitchen'],[93]
P08_05_145,P08_05,water:excess,27,"['water:excess', 'salad']","[27, 68]"
P08_05_146,P08_05,excess:water,27,"['excess:water', 'salad']","[27, 68]"
P08_05_147,P08_05,salad,68,['salad'],[68]
P08_05_148,P08_05,salad,68,"['salad', 'bowl']","[68, 7]"
P08_05_149,P08_05,salad,68,['salad'],[68]
P08_05_15,P08_05,hand,11,['hand'],[11]
P08_05_150,P08_05,salad,68,"['salad', 'bowl']","[68, 7]"
P08_05_151,P08_05,hand,11,['hand'],[11]
P08_05_152,P08_05,microwave,90,['microwave'],[90]
P08_05_153,P08_05,plate,2,['plate'],[2]
P08_05_154,P08_05,pan,5,"['pan', 'hob']","[5, 24]"
P08_05_155,P08_05,corn,125,"['corn', 'colander']","[125, 39]"
P08_05_156,P08_05,water,27,"['water', 'corn']","[27, 125]"
P08_05_157,P08_05,colander,39,"['colander', 'pan']","[39, 5]"
P08_05_158,P08_05,potato,30,['potato'],[30]
P08_05_159,P08_05,potato,30,['potato'],[30]
P08_05_16,P08_05,fridge,12,['fridge'],[12]
P08_05_160,P08_05,knife,4,['knife'],[4]
P08_05_161,P08_05,skin:potato,48,['skin:potato'],[48]
P08_05_162,P08_05,skin,48,['skin'],[48]
P08_05_163,P08_05,skin:potato,48,['skin:potato'],[48]
P08_05_164,P08_05,garbage,54,['garbage'],[54]
P08_05_165,P08_05,tap,0,['tap'],[0]
P08_05_166,P08_05,hand,11,['hand'],[11]
P08_05_167,P08_05,knife,4,['knife'],[4]
P08_05_168,P08_05,knife,4,['knife'],[4]
P08_05_169,P08_05,hand,11,['hand'],[11]
P08_05_17,P08_05,freezer,113,['freezer'],[113]
P08_05_170,P08_05,bowl,7,['bowl'],[7]
P08_05_171,P08_05,cupboard,3,['cupboard'],[3]
P08_05_172,P08_05,bowl,7,['bowl'],[7]
P08_05_173,P08_05,processor:food,147,['processor:food'],[147]
P08_05_174,P08_05,spoon,1,['spoon'],[1]
P08_05_175,P08_05,mixture,71,"['mixture', 'bowl']","[71, 7]"
P08_05_176,P08_05,bowl,7,['bowl'],[7]
P08_05_177,P08_05,mixture,71,"['mixture', 'bowl']","[71, 7]"
P08_05_178,P08_05,mixture:whole,71,"['mixture:whole', 'bowl']","[71, 7]"
P08_05_179,P08_05,processor:food,147,['processor:food'],[147]
P08_05_18,P08_05,corn,125,['corn'],[125]
P08_05_180,P08_05,mixture:whole,71,['mixture:whole'],[71]
P08_05_181,P08_05,bowl,7,['bowl'],[7]
P08_05_182,P08_05,cupboard,3,['cupboard'],[3]
P08_05_183,P08_05,salt,38,['salt'],[38]
P08_05_184,P08_05,salt,38,['salt'],[38]
P08_05_185,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_186,P08_05,pepper,37,['pepper'],[37]
P08_05_187,P08_05,shaker:pepper,180,['shaker:pepper'],[180]
P08_05_188,P08_05,mixture,71,['mixture'],[71]
P08_05_189,P08_05,mixture,71,['mixture'],[71]
P08_05_19,P08_05,lid,6,['lid'],[6]
P08_05_190,P08_05,salt,38,['salt'],[38]
P08_05_191,P08_05,mixture,71,['mixture'],[71]
P08_05_192,P08_05,mixture,71,['mixture'],[71]
P08_05_193,P08_05,cupboard,3,['cupboard'],[3]
P08_05_194,P08_05,fridge,12,['fridge'],[12]
P08_05_195,P08_05,jar,40,['jar'],[40]
P08_05_196,P08_05,fridge,12,['fridge'],[12]
P08_05_197,P08_05,lid,6,['lid'],[6]
P08_05_198,P08_05,spoon,1,['spoon'],[1]
P08_05_199,P08_05,drawer,8,['drawer'],[8]
P08_05_2,P08_05,potato,30,['potato'],[30]
P08_05_20,P08_05,salad,68,['salad'],[68]
P08_05_200,P08_05,spoon,1,['spoon'],[1]
P08_05_201,P08_05,mixture,71,['mixture'],[71]
P08_05_202,P08_05,cupboard,3,['cupboard'],[3]
P08_05_203,P08_05,bowl,7,['bowl'],[7]
P08_05_204,P08_05,mixture,71,"['mixture', 'bowl']","[71, 7]"
P08_05_205,P08_05,mixture:chilli,71,"['mixture:chilli', 'lid']","[71, 6]"
P08_05_206,P08_05,fridge,12,['fridge'],[12]
P08_05_207,P08_05,jar,40,['jar'],[40]
P08_05_208,P08_05,fridge,12,['fridge'],[12]
P08_05_209,P08_05,cupboard,3,['cupboard'],[3]
P08_05_21,P08_05,salad,68,['salad'],[68]
P08_05_210,P08_05,cupboard,3,['cupboard'],[3]
P08_05_211,P08_05,garlic,51,['garlic'],[51]
P08_05_212,P08_05,carrot,41,['carrot'],[41]
P08_05_213,P08_05,peeler,87,['peeler'],[87]
P08_05_214,P08_05,carrot,41,['carrot'],[41]
P08_05_215,P08_05,carrot,41,['carrot'],[41]
P08_05_216,P08_05,edge:carrot,41,['edge:carrot'],[41]
P08_05_217,P08_05,carrot,41,['carrot'],[41]
P08_05_218,P08_05,edge:carrot,41,['edge:carrot'],[41]
P08_05_219,P08_05,processor:food,147,['processor:food'],[147]
P08_05_22,P08_05,bowl:salad,7,['bowl:salad'],[7]
P08_05_220,P08_05,carrot,41,"['carrot', 'processor:food']","[41, 147]"
P08_05_221,P08_05,lid:processor,6,['lid:processor'],[6]
P08_05_222,P08_05,processor,147,['processor'],[147]
P08_05_223,P08_05,cupboard,3,['cupboard'],[3]
P08_05_224,P08_05,pan,5,['pan'],[5]
P08_05_225,P08_05,pan,5,"['pan', 'hob']","[5, 24]"
P08_05_226,P08_05,moka,50,['moka'],[50]
P08_05_227,P08_05,processor,147,['processor'],[147]
P08_05_228,P08_05,chopstick,80,['chopstick'],[80]
P08_05_229,P08_05,mixture,71,['mixture'],[71]
P08_05_23,P08_05,tortilla,107,['tortilla'],[107]
P08_05_230,P08_05,lid,6,['lid'],[6]
P08_05_231,P08_05,processor,147,['processor'],[147]
P08_05_232,P08_05,heat,65,['heat'],[65]
P08_05_233,P08_05,pan,5,['pan'],[5]
P08_05_234,P08_05,cupboard,3,['cupboard'],[3]
P08_05_235,P08_05,oil,31,['oil'],[31]
P08_05_236,P08_05,bottle:vinegar,15,['bottle:vinegar'],[15]
P08_05_237,P08_05,price,69,['price'],[69]
P08_05_238,P08_05,cupboard,3,['cupboard'],[3]
P08_05_239,P08_05,board:chopping,18,['board:chopping'],[18]
P08_05_24,P08_05,fridge,12,['fridge'],[12]
P08_05_240,P08_05,board,18,['board'],[18]
P08_05_241,P08_05,knife,4,['knife'],[4]
P08_05_242,P08_05,sink,63,['sink'],[63]
P08_05_243,P08_05,cupboard,3,['cupboard'],[3]
P08_05_244,P08_05,cupboard,3,['cupboard'],[3]
P08_05_245,P08_05,pan,5,['pan'],[5]
P08_05_246,P08_05,corn,125,"['corn', 'pan']","[125, 5]"
P08_05_247,P08_05,coriander,173,"['coriander', 'pan']","[173, 5]"
P08_05_248,P08_05,potato,30,"['potato', 'pan']","[30, 5]"
P08_05_249,P08_05,plate,2,['plate'],[2]
P08_05_25,P08_05,drawer,8,['drawer'],[8]
P08_05_250,P08_05,counter,42,['counter'],[42]
P08_05_251,P08_05,pan,5,['pan'],[5]
P08_05_252,P08_05,heat,65,['heat'],[65]
P08_05_253,P08_05,garlic,51,['garlic'],[51]
P08_05_254,P08_05,garlic,51,['garlic'],[51]
P08_05_255,P08_05,garlic,51,['garlic'],[51]
P08_05_256,P08_05,heat,65,['heat'],[65]
P08_05_257,P08_05,pan,5,['pan'],[5]
P08_05_258,P08_05,oil,31,['oil'],[31]
P08_05_259,P08_05,garlic,51,['garlic'],[51]
P08_05_26,P08_05,scissors,79,['scissors'],[79]
P08_05_260,P08_05,board:chopping,18,['board:chopping'],[18]
P08_05_261,P08_05,garlic,51,"['garlic', 'pan']","[51, 5]"
P08_05_262,P08_05,spoon,1,['spoon'],[1]
P08_05_263,P08_05,garlic,51,"['garlic', 'oil']","[51, 31]"
P08_05_264,P08_05,pan,5,"['pan', 'hob']","[5, 24]"
P08_05_265,P08_05,processor:food,147,['processor:food'],[147]
P08_05_266,P08_05,mixture,71,"['mixture', 'pan']","[71, 5]"
P08_05_267,P08_05,bowl:food:processor,7,['bowl:food:processor'],[7]
P08_05_268,P08_05,carrot,41,"['carrot', 'pan']","[41, 5]"
P08_05_269,P08_05,carrot,41,"['carrot', 'pan']","[41, 5]"
P08_05_27,P08_05,bag:plastic,19,['bag:plastic'],[19]
P08_05_270,P08_05,presser,172,['presser'],[172]
P08_05_271,P08_05,garlic,51,"['garlic', 'carrot', 'pan']","[51, 41, 5]"
P08_05_272,P08_05,heat,65,['heat'],[65]
P08_05_273,P08_05,pan,5,['pan'],[5]
P08_05_274,P08_05,spoon,1,['spoon'],[1]
P08_05_275,P08_05,pepper,37,"['pepper', 'mixture']","[37, 71]"
P08_05_276,P08_05,salt,38,"['salt', 'pan']","[38, 5]"
P08_05_277,P08_05,ingredient:pan,34,['ingredient:pan'],[34]
P08_05_278,P08_05,carrot,41,"['carrot', 'pan:serving']","[41, 5]"
P08_05_279,P08_05,heat,65,['heat'],[65]
P08_05_28,P08_05,scissors,79,"['scissors', 'drawer']","[79, 8]"
P08_05_280,P08_05,pan,5,"['pan', 'hob']","[5, 24]"
P08_05_281,P08_05,dishwasher,70,['dishwasher'],[70]
P08_05_282,P08_05,drawer,8,['drawer'],[8]
P08_05_283,P08_05,processor,147,['processor'],[147]
P08_05_284,P08_05,processor,147,"['processor', 'dishwasher']","[147, 70]"
P08_05_285,P08_05,bit:dishwasher,70,['bit:dishwasher'],[70]
P08_05_286,P08_05,bit:processor,147,"['bit:processor', 'dishwasher']","[147, 70]"
P08_05_287,P08_05,drawer,8,['drawer'],[8]
P08_05_288,P08_05,drawer,8,['drawer'],[8]
P08_05_289,P08_05,plate,2,['plate'],[2]
P08_05_29,P08_05,kettle,44,['kettle'],[44]
P08_05_290,P08_05,drawer,8,['drawer'],[8]
P08_05_291,P08_05,dishwasher,70,['dishwasher'],[70]
P08_05_292,P08_05,wrap,107,['wrap'],[107]
P08_05_293,P08_05,leaf:spinach,62,"['leaf:spinach', 'bowl:serving']","[62, 7]"
P08_05_294,P08_05,wrap,107,"['wrap', 'bowl']","[107, 7]"
P08_05_295,P08_05,bowl,7,"['bowl', 'counter']","[7, 42]"
P08_05_296,P08_05,bowl,7,['bowl'],[7]
P08_05_297,P08_05,board:serving,18,['board:serving'],[18]
P08_05_298,P08_05,bag:tortilla:plastic,19,['bag:tortilla:plastic'],[19]
P08_05_299,P08_05,lid:plastic,6,['lid:plastic'],[6]
P08_05_3,P08_05,tap,0,['tap'],[0]
P08_05_30,P08_05,tap,0,['tap'],[0]
P08_05_300,P08_05,scissors,79,['scissors'],[79]
P08_05_301,P08_05,bag:tortilla,19,['bag:tortilla'],[19]
P08_05_302,P08_05,tortilla,107,['tortilla'],[107]
P08_05_303,P08_05,cupboard,3,['cupboard'],[3]
P08_05_304,P08_05,plate,2,['plate'],[2]
P08_05_305,P08_05,microwave,90,['microwave'],[90]
P08_05_306,P08_05,microwave,90,['microwave'],[90]
P08_05_307,P08_05,oven:microwave,90,['oven:microwave'],[90]
P08_05_308,P08_05,cupboard,3,['cupboard'],[3]
P08_05_309,P08_05,sponge,9,['sponge'],[9]
P08_05_31,P08_05,water,27,"['water', 'kettle']","[27, 44]"
P08_05_310,P08_05,sponge,9,['sponge'],[9]
P08_05_311,P08_05,processor,147,"['processor', 'water']","[147, 27]"
P08_05_312,P08_05,processor,147,['processor'],[147]
P08_05_313,P08_05,bowl:salad,7,['bowl:salad'],[7]
P08_05_314,P08_05,bottle:vinegar,15,['bottle:vinegar'],[15]
P08_05_315,P08_05,vinegar,134,"['vinegar', 'salad']","[134, 68]"
P08_05_316,P08_05,oil:olive,31,"['oil:olive', 'salad']","[31, 68]"
P08_05_317,P08_05,lid,6,['lid'],[6]
P08_05_318,P08_05,salt,38,['salt'],[38]
P08_05_319,P08_05,salad,68,['salad'],[68]
P08_05_32,P08_05,kettle,44,['kettle'],[44]
P08_05_320,P08_05,vinegar,134,['vinegar'],[134]
P08_05_321,P08_05,fork,14,['fork'],[14]
P08_05_322,P08_05,salad,68,['salad'],[68]
P08_05_323,P08_05,salad,68,['salad'],[68]
P08_05_324,P08_05,fork,14,['fork'],[14]
P08_05_325,P08_05,bowl:salad,7,['bowl:salad'],[7]
P08_05_326,P08_05,board:serving,18,['board:serving'],[18]
P08_05_328,P08_05,spice,85,['spice'],[85]
P08_05_329,P08_05,bottle:vinegar,15,"['bottle:vinegar', 'cupboard']","[15, 3]"
P08_05_33,P08_05,processor:food,147,['processor:food'],[147]
P08_05_330,P08_05,oil:olive,31,"['oil:olive', 'cupboard']","[31, 3]"
P08_05_331,P08_05,salt,38,"['salt', 'cupboard']","[38, 3]"
P08_05_332,P08_05,cupboard,3,['cupboard'],[3]
P08_05_333,P08_05,top:counter,42,['top:counter'],[42]
P08_05_334,P08_05,chopstick,80,['chopstick'],[80]
P08_05_335,P08_05,leaf,62,['leaf'],[62]
P08_05_336,P08_05,chicken,57,['chicken'],[57]
P08_05_337,P08_05,bit:sink,54,"['bit:sink', 'garbage']","[54, 54]"
P08_05_338,P08_05,top,42,['top'],[42]
P08_05_339,P08_05,hand,11,['hand'],[11]
P08_05_34,P08_05,hand,11,['hand'],[11]
P08_05_340,P08_05,top,42,['top'],[42]
P08_05_341,P08_05,hand,11,['hand'],[11]
P08_05_342,P08_05,oven:microwave,90,['oven:microwave'],[90]
P08_05_343,P08_05,plate,2,['plate'],[2]
P08_05_344,P08_05,heat,65,['heat'],[65]
P08_05_345,P08_05,tomato,43,['tomato'],[43]
P08_05_346,P08_05,tomato,43,['tomato'],[43]
P08_05_347,P08_05,water:tap,0,['water:tap'],[0]
P08_05_348,P08_05,tomato,43,['tomato'],[43]
P08_05_349,P08_05,water:tap,0,['water:tap'],[0]
P08_05_35,P08_05,cupboard,3,['cupboard'],[3]
P08_05_350,P08_05,towel:kitchen,93,['towel:kitchen'],[93]
P08_05_351,P08_05,tomato,43,['tomato'],[43]
P08_05_352,P08_05,board:serving,18,['board:serving'],[18]
P08_05_353,P08_05,sauce,47,"['sauce', 'board:serving']","[47, 18]"
P08_05_354,P08_05,cupboard,3,['cupboard'],[3]
P08_05_355,P08_05,cupboard,3,['cupboard'],[3]
P08_05_356,P08_05,knife,4,"['knife', 'fork']","[4, 14]"
P08_05_357,P08_05,board,18,['board'],[18]
P08_05_358,P08_05,tap,0,['tap'],[0]
P08_05_359,P08_05,peeler,87,['peeler'],[87]
P08_05_36,P08_05,cupboard,3,['cupboard'],[3]
P08_05_360,P08_05,tap,0,['tap'],[0]
P08_05_361,P08_05,dishwasher,70,['dishwasher'],[70]
P08_05_362,P08_05,chopstick,80,['chopstick'],[80]
P08_05_363,P08_05,board:serving,18,['board:serving'],[18]
P08_05_364,P08_05,microwave,90,['microwave'],[90]
P08_05_365,P08_05,tortilla,107,['tortilla'],[107]
P08_05_366,P08_05,tortilla,107,['tortilla'],[107]
P08_05_367,P08_05,oven:microwave,90,['oven:microwave'],[90]
P08_05_368,P08_05,tortilla,107,"['tortilla', 'board:serving']","[107, 18]"
P08_05_369,P08_05,dish,2,['dish'],[2]
P08_05_37,P08_05,colander,39,['colander'],[39]
P08_05_370,P08_05,cloth,17,['cloth'],[17]
P08_05_371,P08_05,light,114,['light'],[114]
P08_05_38,P08_05,colander,39,"['colander', 'sink']","[39, 63]"
P08_05_39,P08_05,cupboard,3,['cupboard'],[3]
P08_05_4,P08_05,potato,30,['potato'],[30]
P08_05_40,P08_05,pan,5,['pan'],[5]
P08_05_41,P08_05,hob,24,['hob'],[24]
P08_05_42,P08_05,scale,108,['scale'],[108]
P08_05_43,P08_05,pan,5,"['pan', 'scale']","[5, 108]"
P08_05_44,P08_05,pan,5,['pan'],[5]
P08_05_45,P08_05,cupboard,3,['cupboard'],[3]
P08_05_46,P08_05,bag:kitchen,19,"['bag:kitchen', 'bag:plastic']","[19, 19]"
P08_05_47,P08_05,fridge,12,['fridge'],[12]
P08_05_48,P08_05,freezer,113,['freezer'],[113]
P08_05_49,P08_05,corn,125,"['corn', 'freezer']","[125, 113]"
P08_05_5,P08_05,tap,0,['tap'],[0]
P08_05_50,P08_05,fridge,12,['fridge'],[12]
P08_05_51,P08_05,pan,5,"['pan', 'hob']","[5, 24]"
P08_05_52,P08_05,salad,68,['salad'],[68]
P08_05_53,P08_05,tap,0,['tap'],[0]
P08_05_54,P08_05,leaf,62,['leaf'],[62]
P08_05_55,P08_05,leaf:salad,62,['leaf:salad'],[62]
P08_05_56,P08_05,leaf,62,['leaf'],[62]
P08_05_57,P08_05,leaf:salad,62,['leaf:salad'],[62]
P08_05_58,P08_05,stem,210,['stem'],[210]
P08_05_59,P08_05,rubbish,54,['rubbish'],[54]
P08_05_6,P08_05,potato,30,['potato'],[30]
P08_05_60,P08_05,leaf,62,['leaf'],[62]
P08_05_61,P08_05,leaf,62,['leaf'],[62]
P08_05_62,P08_05,salad,68,['salad'],[68]
P08_05_63,P08_05,tap,0,['tap'],[0]
P08_05_64,P08_05,water:excess,27,['water:excess'],[27]
P08_05_65,P08_05,leaf,62,"['leaf', 'garbage']","[62, 54]"
P08_05_66,P08_05,kettle,44,['kettle'],[44]
P08_05_67,P08_05,water:hot,27,"['water:hot', 'corn']","[27, 125]"
P08_05_68,P08_05,heat,65,['heat'],[65]
P08_05_69,P08_05,kettle,44,['kettle'],[44]
P08_05_7,P08_05,cupboard,3,['cupboard'],[3]
P08_05_70,P08_05,scale,108,['scale'],[108]
P08_05_71,P08_05,tortilla,107,['tortilla'],[107]
P08_05_72,P08_05,vegetable,94,['vegetable'],[94]
P08_05_73,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_74,P08_05,board:chopping,18,['board:chopping'],[18]
P08_05_75,P08_05,tap,0,['tap'],[0]
P08_05_76,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_77,P08_05,tap,0,['tap'],[0]
P08_05_78,P08_05,knife,4,['knife'],[4]
P08_05_79,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_8,P08_05,plate,2,['plate'],[2]
P08_05_80,P08_05,stem,210,['stem'],[210]
P08_05_81,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_82,P08_05,tap,0,['tap'],[0]
P08_05_83,P08_05,pepper:bell,37,['pepper:bell'],[37]
P08_05_84,P08_05,tap,0,['tap'],[0]
P08_05_85,P08_05,pepper:bell,37,"['pepper:bell', 'board']","[37, 18]"
P08_05_86,P08_05,garlic,51,['garlic'],[51]
P08_05_87,P08_05,can,61,['can'],[61]
P08_05_88,P08_05,cupboard,3,['cupboard'],[3]
P08_05_89,P08_05,onion,16,['onion'],[16]
P08_05_9,P08_05,potato,30,"['potato', 'plate']","[30, 2]"
P08_05_90,P08_05,onion,16,['onion'],[16]
P08_05_91,P08_05,skin,48,"['skin', 'onion']","[48, 16]"
P08_05_92,P08_05,skin:onion,48,['skin:onion'],[48]
P08_05_93,P08_05,skin,48,"['skin', 'onion']","[48, 16]"
P08_05_94,P08_05,tap,0,['tap'],[0]
P08_05_95,P08_05,knife,4,['knife'],[4]
P08_05_96,P08_05,onion,16,['onion'],[16]
P08_05_97,P08_05,tap:water,0,['tap:water'],[0]
P08_05_98,P08_05,skin,48,"['skin', 'garlic']","[48, 51]"
P08_05_99,P08_05,piece:garlic,51,['piece:garlic'],[51]
P08_06_0,P08_06,kitchen,157,['kitchen'],[157]
P08_06_1,P08_06,board,18,['board'],[18]
P08_06_10,P08_06,salad,68,['salad'],[68]
P08_06_100,P08_06,tap,0,['tap'],[0]
P08_06_101,P08_06,sink,63,['sink'],[63]
P08_06_102,P08_06,sponge,9,['sponge'],[9]
P08_06_103,P08_06,water:excess,27,['water:excess'],[27]
P08_06_104,P08_06,spray:cleaning,22,['spray:cleaning'],[22]
P08_06_105,P08_06,sink,63,['sink'],[63]
P08_06_106,P08_06,tap,0,['tap'],[0]
P08_06_107,P08_06,top:counter,42,['top:counter'],[42]
P08_06_108,P08_06,tap,0,['tap'],[0]
P08_06_109,P08_06,sink,63,"['sink', 'sponge']","[63, 9]"
P08_06_11,P08_06,wrap,107,['wrap'],[107]
P08_06_110,P08_06,water:excess,27,['water:excess'],[27]
P08_06_111,P08_06,sponge,9,['sponge'],[9]
P08_06_112,P08_06,towel:kitchen,93,['towel:kitchen'],[93]
P08_06_113,P08_06,hand,11,['hand'],[11]
P08_06_114,P08_06,knife,4,['knife'],[4]
P08_06_115,P08_06,knife,4,['knife'],[4]
P08_06_116,P08_06,knife,4,['knife'],[4]
P08_06_117,P08_06,knife,4,['knife'],[4]
P08_06_118,P08_06,drawer,8,['drawer'],[8]
P08_06_119,P08_06,hand,11,['hand'],[11]
P08_06_12,P08_06,salad,68,"['salad', 'bowl']","[68, 7]"
P08_06_120,P08_06,drawer,8,['drawer'],[8]
P08_06_121,P08_06,light,114,['light'],[114]
P08_06_13,P08_06,wrap:plastic,100,"['wrap:plastic', 'bowl']","[100, 7]"
P08_06_14,P08_06,tomato,43,['tomato'],[43]
P08_06_15,P08_06,tomato,43,['tomato'],[43]
P08_06_16,P08_06,bowl,7,['bowl'],[7]
P08_06_17,P08_06,bowl,7,"['bowl', 'counter']","[7, 42]"
P08_06_18,P08_06,drawer,8,['drawer'],[8]
P08_06_19,P08_06,wrap:plastic,100,['wrap:plastic'],[100]
P08_06_2,P08_06,pan,5,['pan'],[5]
P08_06_20,P08_06,scissors,79,['scissors'],[79]
P08_06_21,P08_06,wrap:plastic,100,"['wrap:plastic', 'bowl']","[100, 7]"
P08_06_22,P08_06,wrap,107,"['wrap', 'scissors']","[107, 79]"
P08_06_23,P08_06,plastic,26,"['plastic', 'scissors', 'drawer']","[26, 79, 8]"
P08_06_24,P08_06,bag:plastic,19,['bag:plastic'],[19]
P08_06_25,P08_06,tortilla,107,"['tortilla', 'bag']","[107, 19]"
P08_06_26,P08_06,drawer,8,['drawer'],[8]
P08_06_27,P08_06,bag,19,['bag'],[19]
P08_06_28,P08_06,fridge,12,['fridge'],[12]
P08_06_29,P08_06,bag,19,['bag'],[19]
P08_06_3,P08_06,bowl,7,['bowl'],[7]
P08_06_30,P08_06,tortilla,107,['tortilla'],[107]
P08_06_31,P08_06,bowl,7,['bowl'],[7]
P08_06_32,P08_06,bowl,7,['bowl'],[7]
P08_06_33,P08_06,fridge,12,['fridge'],[12]
P08_06_34,P08_06,kettle,44,['kettle'],[44]
P08_06_35,P08_06,bowl,7,['bowl'],[7]
P08_06_36,P08_06,bowl,7,['bowl'],[7]
P08_06_37,P08_06,dishwasher,70,['dishwasher'],[70]
P08_06_38,P08_06,drawer,8,['drawer'],[8]
P08_06_39,P08_06,bowl,7,['bowl'],[7]
P08_06_4,P08_06,spoon,1,['spoon'],[1]
P08_06_40,P08_06,knife,4,"['knife', 'spoon']","[4, 1]"
P08_06_41,P08_06,drawer,8,['drawer'],[8]
