narration_id,start_frame,stop_frame,narration,noun,noun_class,all_nouns,all_noun_classes
P22_106_257,21754,21780,open cupboard,cupboard,3,cupboard,3
P22_106_259,21845,21877,close cupboard,cupboard,3,cupboard,3
P22_106_26,2241,2368,put down container,container,21,container,21
P22_106_262,22391,22503,open fridge,fridge,12,fridge,12
P22_106_267,22706,22803,close fridge,fridge,12,fridge,12
P22_106_268,22911,22939,pick up sponge,sponge,9,sponge,9
P22_106_269,22940,22992,pick up glass,glass,10,glass,10
P22_106_270,22973,23110,lather glass,glass,10,glass,10
P22_106_271,23097,23149,put down glass,glass,10,glass,10
P22_106_272,23150,23222,lather glass,glass,10,glass,10
P22_106_273,23221,23252,put down sponge,sponge,9,sponge,9
P22_106_274,23249,23335,turn on tap,tap,0,tap,0
P22_106_275,23302,23349,rinse glass,glass,10,glass,10
P22_106_276,23354,23423,shake glass,glass,10,glass,10
P22_106_277,23485,23542,put down glass,glass,10,glass,10
P22_106_278,23555,23587,pick up glass,glass,10,glass,10
P22_106_279,23510,23672,rinse glass,glass,10,glass,10
P22_106_280,23682,23734,pick up bowl,bowl,7,bowl,7
P22_106_281,23735,23783,put down glass,glass,10,glass,10
P22_106_282,23779,23825,move glass,glass,10,glass,10
P22_106_283,23835,23880,put down bowl,bowl,7,bowl,7
P22_106_284,23890,23911,turn on tap,tap,0,tap,0
P22_106_285,23913,23946,pick up sponge,sponge,9,sponge,9
P22_106_286,23942,24033,rinse sponge,sponge,9,sponge,9
P22_106_287,24082,24109,put down sponge,sponge,9,sponge,9
P22_106_288,24114,24140,pick up cloth,cloth,17,cloth,17
P22_106_289,24139,24185,rinse cloth,cloth,17,cloth,17
P22_106_291,24228,24253,turn off tap,tap,0,tap,0
P22_106_297,24482,24518,open cupboard,cupboard,3,cupboard,3
P22_106_299,24579,24613,close cupboard,cupboard,3,cupboard,3
P22_106_3,417,459,pick up lid,lid,6,lid,6
P22_106_30,2606,2706,close cupboard,cupboard,3,cupboard,3
P22_106_300,24609,24654,turn on tap,tap,0,tap,0
P22_106_301,24647,24745,rinse cloth,cloth,17,cloth,17
P22_106_302,24626,24784,turn off tap,tap,0,tap,0
P22_106_303,24757,24933,unfold cloth,cloth,17,cloth,17
P22_106_304,24915,25011,put down cloth,cloth,17,cloth,17
P22_106_305,24999,25033,turn on tap,tap,0,tap,0
P22_106_306,25036,25075,rinse hands,hand,11,hand,11
P22_106_307,25071,25104,turn off tap,tap,0,tap,0
P22_106_308,25090,25149,shake hands,hand,11,hand,11
P22_106_309,25154,25205,pick up cloth,cloth,17,cloth,17
P22_106_31,2701,2789,close cupboard,cupboard,3,cupboard,3
P22_106_310,25181,25380,dry hands,hand,11,hand,11
P22_106_311,25414,25453,put down cloth,cloth,17,cloth,17
P22_106_32,2800,2868,open drawer,drawer,8,drawer,8
P22_106_35,3037,3102,close drawer,drawer,8,drawer,8
P22_106_37,3166,3210,open drawer,drawer,8,drawer,8
P22_106_4,466,520,close cupboard,cupboard,3,cupboard,3
P22_106_41,3552,3679,put down knife,knife,4,knife,4
P22_106_42,3550,3668,put down spatula,spatula,20,spatula,20
P22_106_43,3706,3757,close drawer,drawer,8,drawer,8
P22_106_47,4057,4102,pick up knife,knife,4,knife,4
P22_106_5,533,585,open drawer,drawer,8,drawer,8
P22_106_57,5062,5085,put down knife,knife,4,knife,4
P22_106_59,5230,5256,open cupboard,cupboard,3,cupboard,3
P22_106_6,587,688,put down lid,lid,6,lid,6
P22_106_61,5344,5389,close cupboard,cupboard,3,cupboard,3
P22_106_63,5560,5632,open drawer,drawer,8,drawer,8
P22_106_64,5628,5665,close drawer,drawer,8,drawer,8
P22_106_65,5779,5889,pick up plate,plate,2,plate,2
P22_106_68,6041,6107,put down cutlery and plate,cutlery,58,plate,2
P22_106_69,6108,6133,pick up bowl,bowl,7,bowl,7
P22_106_70,6138,6186,put down bowl,bowl,7,bowl,7
P22_106_75,6448,6534,pick up plates,plate,2,plate,2
P22_106_76,6652,6726,put down plates,plate,2,plate,2
P22_106_8,658,727,close drawer,drawer,8,drawer,8
P22_106_80,7023,7053,turn on tap,tap,0,tap,0
P22_106_81,7047,7099,move tap,tap,0,tap,0
P22_106_82,7092,7159,wash hands,hand,11,hand,11
P22_106_83,7165,7209,pick up sponge,sponge,9,sponge,9
P22_106_84,7207,7281,rinse sponge,sponge,9,sponge,9
P22_106_85,7286,7548,lather sponge,sponge,9,sponge,9
P22_106_87,7614,7675,rinse sponge,sponge,9,sponge,9
P22_106_88,7687,7719,turn off tap,tap,0,tap,0
P22_106_89,7722,7751,empty bowl,bowl,7,bowl,7
P22_106_90,7756,7960,lather bowl,bowl,7,bowl,7
P22_106_91,7965,8017,put down bowl,bowl,7,bowl,7
P22_106_92,7955,8002,pick up glass,glass,10,glass,10
P22_106_93,8007,8153,lather glass,glass,10,glass,10
P22_106_94,8156,8183,put down glass,glass,10,glass,10
P22_106_95,8188,8213,pick up glass,glass,10,glass,10
P22_106_96,8218,8313,lather glass,glass,10,glass,10
P22_106_97,8315,8350,put down glass,glass,10,glass,10
P22_106_99,8408,8445,empty bowl,bowl,7,bowl,7
P22_107_0,178,302,open drawer,drawer,8,drawer,8
P22_107_106,10542,10612,close cupboard,cupboard,3,cupboard,3
P22_107_108,10789,10828,put down lid,lid,6,lid,6
P22_107_11,1441,1590,pick up glass,glass,10,glass,10
P22_107_12,1575,1630,put down glass,glass,10,glass,10
P22_107_122,12919,12975,pick up lid,lid,6,lid,6
P22_107_125,13182,13226,open cupboard,cupboard,3,cupboard,3
P22_107_127,13280,13315,close cupboard,cupboard,3,cupboard,3
P22_107_134,17240,17253,turn on tap,tap,0,tap,0
P22_107_135,17257,17359,rinse hand,hand,11,hand,11
P22_107_136,17364,17384,turn off tap,tap,0,tap,0
P22_107_137,17407,17422,shake hands,hand,11,hand,11
P22_107_138,17431,17457,pick up cloth,cloth,17,cloth,17
P22_107_139,17480,17513,dry hands,hand,11,hand,11
P22_107_14,1831,1948,open cupboard,cupboard,3,cupboard,3
P22_107_140,17631,17658,put down cloth,cloth,17,cloth,17
P22_107_142,17722,17777,open drawer,drawer,8,drawer,8
P22_107_144,17831,17860,close drawer,drawer,8,drawer,8
P22_107_146,18177,18210,put down lid,lid,6,lid,6
P22_107_148,18423,18487,open drawer,drawer,8,drawer,8
P22_107_149,18534,18588,pick up spoon,spoon,1,spoon,1
P22_107_15,1962,2064,pick up glass,glass,10,glass,10
P22_107_150,18589,18634,close drawer,drawer,8,drawer,8
P22_107_151,18631,18699,pick up bowl,bowl,7,bowl,7
P22_107_153,18755,18785,put down bowl,bowl,7,bowl,7
P22_107_16,2085,2143,put down glass,glass,10,glass,10
P22_107_161,19229,19283,put down spoon,spoon,1,spoon,1
P22_107_169,20117,20187,pick up bowl,bowl,7,bowl,7
P22_107_17,2136,2180,pick up bowl,bowl,7,bowl,7
P22_107_170,20223,20263,put down bowl,bowl,7,bowl,7
P22_107_171,20284,20335,turn on tap,tap,0,tap,0
P22_107_176,20743,20759,turn off tap,tap,0,tap,0
P22_107_18,2201,2246,pick up bowl,bowl,7,bowl,7
P22_107_180,21038,21115,pick up cloth,cloth,17,cloth,17
P22_107_181,21102,21186,dry hands,hand,11,hand,11
P22_107_182,21168,21228,put down cloth,cloth,17,cloth,17
P22_107_185,21695,21730,turn on tap,tap,0,tap,0
P22_107_187,21808,21837,turn off tap,tap,0,tap,0
P22_107_19,2239,2302,put down bowl,bowl,7,bowl,7
P22_107_190,21933,21982,pick up cloth,cloth,17,cloth,17
P22_107_191,21978,22034,dry hands,hand,11,hand,11
P22_107_192,22027,22072,put down cloth,cloth,17,cloth,17
P22_107_194,22341,22448,open fridge,fridge,12,fridge,12
P22_107_199,22675,22743,close fridge,fridge,12,fridge,12
P22_107_2,477,554,close drawer,drawer,8,drawer,8
P22_107_20,2352,2402,pick up bowl,bowl,7,bowl,7
P22_107_200,22861,22948,open cupboard,cupboard,3,cupboard,3
P22_107_21,2447,2500,pick up bowl,bowl,7,bowl,7
P22_107_212,24758,24840,close cupboard,cupboard,3,cupboard,3
P22_107_213,24910,25020,open fridge,fridge,12,fridge,12
P22_107_215,25085,25162,close fridge,fridge,12,fridge,12
P22_107_216,25161,25236,turn on tap,tap,0,tap,0
P22_107_22,2493,2554,insert bowl,bowl,7,bowl,7
P22_107_221,25783,25833,pick up glass,glass,10,glass,10
P22_107_222,25825,25889,turn on tap,tap,0,tap,0
P22_107_223,25894,25978,rinse glass,glass,10,glass,10
P22_107_224,25964,26048,put down glass,glass,10,glass,10
P22_107_225,26114,26177,open drawer,drawer,8,drawer,8
P22_107_226,26177,26210,close drawer,drawer,8,drawer,8
P22_107_227,26208,26288,open drawer,drawer,8,drawer,8
P22_107_229,26442,26502,close drawer,drawer,8,drawer,8
P22_107_23,2573,2605,pick up bowl,bowl,7,bowl,7
P22_107_231,26623,26695,close cupboard,cupboard,3,cupboard,3
P22_107_236,27420,27479,pick glasses,glass,10,glass,10
P22_107_237,27503,27608,put down glasses,glass,10,glass,10
P22_107_238,27723,27770,pick up bowl,bowl,7,bowl,7
P22_107_239,27854,27921,put down bowl,bowl,7,bowl,7
P22_107_24,2609,2652,put down bowls,bowl,7,bowl,7
P22_107_241,28820,28859,put down spoon,spoon,1,spoon,1
P22_107_25,2647,2727,put down bowl,bowl,7,bowl,7
P22_107_26,2730,2802,pick up plate,plate,2,plate,2
P22_107_27,2869,2911,pick up plate,plate,2,plate,2
P22_107_28,2916,2979,put down plate,plate,2,plate,2
P22_107_29,2980,3039,pick up plate,plate,2,plate,2
P22_107_30,3040,3426,put down plate,plate,2,plate,2
P22_107_31,3449,3491,pick up glass,glass,10,glass,10
P22_107_32,3497,3561,put down glass,glass,10,glass,10
P22_107_33,3580,3633,pick up glass,glass,10,glass,10
P22_107_34,3618,3692,put down glass,glass,10,glass,10
P22_107_35,3682,3740,pick up glass,glass,10,glass,10
P22_107_36,3738,3832,put down glass,glass,10,glass,10
P22_107_38,3929,4072,close cupboard,cupboard,3,cupboard,3
P22_107_39,4099,4165,open drawer,drawer,8,drawer,8
P22_107_40,4152,4285,put down knife,knife,4,knife,4
P22_107_41,4248,4368,put down knife,knife,4,knife,4
P22_107_42,4359,4413,put down spoon,spoon,1,spoon,1
P22_107_43,4418,4457,put down spoon,spoon,1,spoon,1
P22_107_44,4464,4522,put down forks,fork,14,fork,14
P22_107_45,4527,4569,put down knife,knife,4,knife,4
P22_107_46,4573,4618,close drawer,drawer,8,drawer,8
P22_107_47,4621,4648,open drawer,drawer,8,drawer,8
P22_107_50,4853,4897,open cupboard,cupboard,3,cupboard,3
P22_107_53,5134,5191,close cupboard,cupboard,3,cupboard,3
P22_107_55,5347,5467,open fridge,fridge,12,fridge,12
P22_107_57,5534,5680,close fridge,fridge,12,fridge,12
P22_107_59,5777,5828,pick up glass,glass,10,glass,10
P22_107_60,5813,5851,put down glass,glass,10,glass,10
P22_107_61,5849,5912,move glasses,glass,10,glass,10
P22_107_66,6307,6369,pick up glass,glass,10,glass,10
P22_107_67,6361,6395,put down lid,lid,6,lid,6
P22_107_68,6481,6516,pick up glass,glass,10,glass,10
P22_107_70,6668,6754,put down glass,glass,10,glass,10
P22_107_71,6759,6812,put down glass,glass,10,glass,10
P22_107_72,6789,6816,pick up lid,lid,6,lid,6
P22_107_74,7034,7177,open fridge,fridge,12,fridge,12
P22_107_91,8844,8969,close fridge,fridge,12,fridge,12
P22_107_93,9123,9172,open cupboard,cupboard,3,cupboard,3
P22_108_1,292,355,turn on tap,tap,0,tap,0
P22_108_10,1844,1889,put down glass,glass,10,glass,10
P22_108_100,10304,10372,shake hands,hand,11,hand,11
P22_108_101,10390,10430,pick up cloth,cloth,17,cloth,17
P22_108_102,10435,10646,dry hands,hand,11,hand,11
P22_108_103,10612,10698,put down cloth,cloth,17,cloth,17
P22_108_11,1938,1972,turn on tap,tap,0,tap,0
P22_108_12,1971,2056,rinse hands,hand,11,hand,11
P22_108_13,2074,2113,pick up glass,glass,10,glass,10
P22_108_14,2099,2355,rinse glass,glass,10,glass,10
P22_108_15,2363,2421,put down glass,glass,10,glass,10
P22_108_16,2372,2391,turn off tap,tap,0,tap,0
P22_108_17,2411,2441,shake hands,hand,11,hand,11
P22_108_18,2448,2500,pick up cloth,cloth,17,cloth,17
P22_108_19,2497,2694,dry hands,hand,11,hand,11
P22_108_2,353,407,rinse sponge,sponge,9,sponge,9
P22_108_20,2657,2707,put down cloth,cloth,17,cloth,17
P22_108_22,2866,2989,pick glasses,glass,10,glass,10
P22_108_23,3095,3160,put down glasses,glass,10,glass,10
P22_108_24,3264,3310,pick up bowl,bowl,7,bowl,7
P22_108_25,3390,3472,put down bowl,bowl,7,bowl,7
P22_108_26,3461,3508,open cupboard,cupboard,3,cupboard,3
P22_108_28,3557,3589,close cupboard,cupboard,3,cupboard,3
P22_108_3,420,472,turn off tap,tap,0,tap,0
P22_108_31,3944,4001,open drawer,drawer,8,drawer,8
P22_108_33,4116,4187,close drawer,drawer,8,drawer,8
P22_108_34,4324,4418,move glasses,glass,10,glass,10
P22_108_35,4383,4468,move spoon,spoon,1,spoon,1
P22_108_36,4473,4522,pick up bowl,bowl,7,bowl,7
P22_108_37,4518,4591,rinse bowl,bowl,7,bowl,7
P22_108_38,4598,4629,move glass,glass,10,glass,10
P22_108_39,4623,4658,empty bowl,bowl,7,bowl,7
P22_108_4,480,1007,lather sponge,sponge,9,sponge,9
P22_108_40,4663,4698,turn off tap,tap,0,tap,0
P22_108_41,4698,4715,pick up sponge,sponge,9,sponge,9
P22_108_42,4729,4969,lather bowl,bowl,7,bowl,7
P22_108_43,4972,5005,put down bowl,bowl,7,bowl,7
P22_108_44,5010,5098,pick up glass,glass,10,glass,10
P22_108_45,5008,5208,lather glass,glass,10,glass,10
P22_108_46,5203,5242,put down glass,glass,10,glass,10
P22_108_47,5231,5272,empty glass,glass,10,glass,10
P22_108_48,5272,5309,turn on tap,tap,0,tap,0
P22_108_49,5343,5366,turn off tap,tap,0,tap,0
P22_108_50,5364,5510,rinse glass,glass,10,glass,10
P22_108_51,5501,5530,pick up sponge,sponge,9,sponge,9
P22_108_52,5533,6423,lather glass,glass,10,glass,10
P22_108_53,6428,6487,put down glass,glass,10,glass,10
P22_108_54,6478,6542,pick up spoon,spoon,1,spoon,1
P22_108_55,6551,6661,lather spoon,spoon,1,spoon,1
P22_108_56,6661,6708,put down spoon,spoon,1,spoon,1
P22_108_6,931,1430,lather sponge,sponge,9,sponge,9
P22_108_60,6865,6900,turn on tap,tap,0,tap,0
P22_108_61,6887,6926,rinse hands,hand,11,hand,11
P22_108_64,7525,7548,turn off tap,tap,0,tap,0
P22_108_66,7652,7683,move tap,tap,0,tap,0
P22_108_67,7685,7715,turn on tap,tap,0,tap,0
P22_108_68,7719,7773,move tap,tap,0,tap,0
P22_108_69,7767,7849,rinse glass,glass,10,glass,10
P22_108_70,7854,7964,put down glass,glass,10,glass,10
P22_108_71,7969,8002,pick up glass,glass,10,glass,10
P22_108_72,8002,8213,rinse glass,glass,10,glass,10
P22_108_73,8218,8275,put down glass,glass,10,glass,10
P22_108_74,8279,8341,pick up spoon,spoon,1,spoon,1
P22_108_75,8304,8394,rinse spoons,spoon,1,spoon,1
P22_108_76,8439,8499,put down spoons,spoon,1,spoon,1
P22_108_77,8503,8542,empty bowl,bowl,7,bowl,7
P22_108_79,8621,8696,rinse bowl,bowl,7,bowl,7
P22_108_8,1542,1576,turn on tap,tap,0,tap,0
P22_108_80,8726,8786,put down bowl,bowl,7,bowl,7
P22_108_81,8789,8834,pick up sponge,sponge,9,sponge,9
P22_108_82,8837,8939,rinse sponge,sponge,9,sponge,9
P22_108_83,8940,8991,rinse hand,hand,11,hand,11
P22_108_84,8961,9011,put down sponge,sponge,9,sponge,9
P22_108_85,9023,9146,rinse cloth,cloth,17,cloth,17
P22_108_86,9138,9170,turn off tap,tap,0,tap,0
P22_108_9,1634,1828,lather glass,glass,10,glass,10
P22_108_92,9812,9850,turn on tap,tap,0,tap,0
P22_108_93,9850,9960,rinse cloth,cloth,17,cloth,17
P22_108_94,9963,10003,turn off tap,tap,0,tap,0
P22_108_95,9992,10119,unfold cloth,cloth,17,cloth,17
P22_108_96,10106,10191,put down cloth,cloth,17,cloth,17
P22_108_97,10192,10219,turn on tap,tap,0,tap,0
P22_108_98,10198,10279,rinse hands,hand,11,hand,11
P22_108_99,10284,10310,turn off tap,tap,0,tap,0
P22_109_10,1118,1166,put down container,container,21,container,21
P22_109_100,9992,10025,turn off tap,tap,0,tap,0
P22_109_101,10053,10079,move glass,glass,10,glass,10
P22_109_102,10090,10120,move tap,tap,0,tap,0
P22_109_103,10137,10168,turn on tap,tap,0,tap,0
P22_109_104,10150,10183,pick up glass,glass,10,glass,10
P22_109_105,10166,10226,rinse glass,glass,10,glass,10
P22_109_106,10222,10277,pick up glass,glass,10,glass,10
P22_109_107,10150,10229,rinse glass,glass,10,glass,10
P22_109_108,10234,10274,pick up glass,glass,10,glass,10
P22_109_109,10275,10321,rinse glass,glass,10,glass,10
P22_109_110,10322,10372,pick up glass,glass,10,glass,10
P22_109_111,10334,10424,rinse glass,glass,10,glass,10
P22_109_112,10434,10467,put down glasses,glass,10,glass,10
P22_109_113,10489,10512,turn off tap,tap,0,tap,0
P22_109_114,10518,10750,lather glass,glass,10,glass,10
P22_109_115,10744,10765,put down glass,glass,10,glass,10
P22_109_116,10770,10804,pick up glass,glass,10,glass,10
P22_109_117,10811,10952,lather glass,glass,10,glass,10
P22_109_118,10949,10981,put down glass,glass,10,glass,10
P22_109_119,10976,11021,pick up glass,glass,10,glass,10
P22_109_12,1263,1336,pick glasses,glass,10,glass,10
P22_109_120,11021,11179,lather glass,glass,10,glass,10
P22_109_121,10942,10980,put down glass,glass,10,glass,10
P22_109_122,11206,11228,pick up glass,glass,10,glass,10
P22_109_123,11233,11446,lather glass,glass,10,glass,10
P22_109_124,11451,11483,turn on tap,tap,0,tap,0
P22_109_125,11486,11527,move tap,tap,0,tap,0
P22_109_126,11529,11872,rinse glass,glass,10,glass,10
P22_109_127,12022,12071,put down glass,glass,10,glass,10
P22_109_128,12083,12170,pick up glass,glass,10,glass,10
P22_109_129,12111,12254,rinse glass,glass,10,glass,10
P22_109_13,1339,1427,move glasses,glass,10,glass,10
P22_109_130,12259,12294,put down glass,glass,10,glass,10
P22_109_131,12299,12338,pick up glass,glass,10,glass,10
P22_109_132,12334,12481,rinse glass,glass,10,glass,10
P22_109_133,12486,12538,put down glass,glass,10,glass,10
P22_109_134,12541,12570,pick up glass,glass,10,glass,10
P22_109_135,12572,12746,rinse glass,glass,10,glass,10
P22_109_136,12743,12796,put down glass,glass,10,glass,10
P22_109_137,12778,12863,rinse hands,hand,11,hand,11
P22_109_138,12854,12887,turn off tap,tap,0,tap,0
P22_109_139,12880,12936,shake hands,hand,11,hand,11
P22_109_14,1454,1481,pick glasses,glass,10,glass,10
P22_109_140,12940,12965,pick up cloth,cloth,17,cloth,17
P22_109_141,12969,13063,dry hands,hand,11,hand,11
P22_109_144,13177,13241,dry hands,hand,11,hand,11
P22_109_145,13240,13282,put down cloth,cloth,17,cloth,17
P22_109_147,13290,13322,pick up sponge,sponge,9,sponge,9
P22_109_149,13541,13564,put down sponge,sponge,9,sponge,9
P22_109_15,1532,1576,put down glasses,glass,10,glass,10
P22_109_150,13580,13608,turn on tap,tap,0,tap,0
P22_109_153,14014,14055,rinse hands,hand,11,hand,11
P22_109_154,14057,14087,turn off tap,tap,0,tap,0
P22_109_155,14097,14132,shake hands,hand,11,hand,11
P22_109_156,14121,14156,pick up cloth,cloth,17,cloth,17
P22_109_157,14136,14265,dry hands,hand,11,hand,11
P22_109_158,14251,14304,put down cloth,cloth,17,cloth,17
P22_109_16,1614,1648,pick up glass,glass,10,glass,10
P22_109_162,14755,14791,open cupboard,cupboard,3,cupboard,3
P22_109_164,14894,14951,close cupboard,cupboard,3,cupboard,3
P22_109_166,15076,15118,open cupboard,cupboard,3,cupboard,3
P22_109_17,1666,1718,put down glass,glass,10,glass,10
P22_109_171,15337,15416,close cupboard,cupboard,3,cupboard,3
P22_109_174,15738,15779,open cupboard,cupboard,3,cupboard,3
P22_109_176,15844,15885,close cupboard,cupboard,3,cupboard,3
P22_109_178,15919,15970,pick up cloth,cloth,17,cloth,17
P22_109_179,15975,16007,turn on tap,tap,0,tap,0
P22_109_18,1785,1890,pick up bowl,bowl,7,bowl,7
P22_109_180,16013,16165,rinse cloth,cloth,17,cloth,17
P22_109_181,16169,16210,turn off tap,tap,0,tap,0
P22_109_182,16209,16292,wring cloth,cloth,17,cloth,17
P22_109_187,17086,17186,unfold cloth,cloth,17,cloth,17
P22_109_19,1932,1994,pick up bowl,bowl,7,bowl,7
P22_109_191,19066,19092,put down cloth,cloth,17,cloth,17
P22_109_193,19228,19290,open cupboard,cupboard,3,cupboard,3
P22_109_199,19823,19955,close cupboard,cupboard,3,cupboard,3
P22_109_2,401,465,open cupboard,cupboard,3,cupboard,3
P22_109_20,1984,2024,put down bowl,bowl,7,bowl,7
P22_109_200,19984,20029,pick up container,container,21,container,21
P22_109_201,20033,20106,pick up container,container,21,container,21
P22_109_202,20108,20153,put down containers,container,21,container,21
P22_109_207,20562,20611,pick up cloth,cloth,17,cloth,17
P22_109_208,20614,20656,put down cloth,cloth,17,cloth,17
P22_109_21,2025,2087,put down bowl,bowl,7,bowl,7
P22_109_212,20955,21028,move cloth,cloth,17,cloth,17
P22_109_22,2132,2182,pick up glass,glass,10,glass,10
P22_109_221,22164,22196,open cupboard,cupboard,3,cupboard,3
P22_109_222,22223,22262,open cupboard,cupboard,3,cupboard,3
P22_109_224,22325,22392,close cupboard,cupboard,3,cupboard,3
P22_109_225,22519,22562,pick up sponge,sponge,9,sponge,9
P22_109_226,22575,22594,turn on tap,tap,0,tap,0
P22_109_227,22590,22728,rinse sponge,sponge,9,sponge,9
P22_109_228,22727,22751,turn off tap,tap,0,tap,0
P22_109_229,22782,22798,shake hands,hand,11,hand,11
P22_109_23,2194,2229,put down glass,glass,10,glass,10
P22_109_230,22868,22890,pick up sponge,sponge,9,sponge,9
P22_109_232,22879,22897,put down sponge,sponge,9,sponge,9
P22_109_235,24622,24658,pick up sponge,sponge,9,sponge,9
P22_109_238,28237,28271,turn on tap,tap,0,tap,0
P22_109_239,28276,29406,rinse sponge,sponge,9,sponge,9
P22_109_24,2259,2282,pick up glass,glass,10,glass,10
P22_109_240,29395,29435,turn off tap,tap,0,tap,0
P22_109_241,29439,29516,squeeze sponge,sponge,9,sponge,9
P22_109_242,29499,29570,shake hands,hand,11,hand,11
P22_109_243,29627,29663,put down sponge,sponge,9,sponge,9
P22_109_244,29680,29730,pick up cloth,cloth,17,cloth,17
P22_109_245,29814,29845,turn on tap,tap,0,tap,0
P22_109_246,29847,30144,rinse cloth,cloth,17,cloth,17
P22_109_247,30137,30162,turn off tap,tap,0,tap,0
P22_109_248,30196,30257,shake hands,hand,11,hand,11
P22_109_25,2285,2341,put down glass,glass,10,glass,10
P22_109_252,32706,32743,turn on tap,tap,0,tap,0
P22_109_253,32764,33937,rinse cloth,cloth,17,cloth,17
P22_109_254,33984,34047,shake cloth,cloth,17,cloth,17
P22_109_263,39063,39103,turn on tap,tap,0,tap,0
P22_109_264,39096,39176,rinse cloth,cloth,17,cloth,17
P22_109_265,39526,39573,turn off tap,tap,0,tap,0
P22_109_266,39564,39665,unfold cloth,cloth,17,cloth,17
P22_109_267,39653,39713,put down cloth,cloth,17,cloth,17
P22_109_268,39731,39760,shake hands,hand,11,hand,11
P22_109_270,39994,40033,pick up sponge,sponge,9,sponge,9
P22_109_273,40250,40280,put down sponge,sponge,9,sponge,9
P22_109_274,40279,40301,shake hands,hand,11,hand,11
P22_109_275,40306,40332,open cupboard,cupboard,3,cupboard,3
P22_109_277,40413,40483,close cupboard,cupboard,3,cupboard,3
P22_109_28,2504,2530,pick up bowl,bowl,7,bowl,7
P22_109_301,42631,42665,move tap,tap,0,tap,0
P22_109_302,42664,42709,turn on tap,tap,0,tap,0
P22_109_303,42706,42767,rinse hands,hand,11,hand,11
P22_109_304,42764,42790,pick up sponge,sponge,9,sponge,9
P22_109_305,42773,42820,rinse sponge,sponge,9,sponge,9
P22_109_306,42824,42930,rinse hand,hand,11,hand,11
P22_109_307,42836,42879,put down sponge,sponge,9,sponge,9
P22_109_309,42912,42939,pick up sponge,sponge,9,sponge,9
P22_109_310,42940,42981,rinse sponge,sponge,9,sponge,9
P22_109_316,43673,43699,turn off tap,tap,0,tap,0
P22_109_317,43687,43714,pick up sponge,sponge,9,sponge,9
P22_109_32,2785,2958,put down bowl,bowl,7,bowl,7
P22_109_330,44475,44521,pick up sponge,sponge,9,sponge,9
P22_109_339,44902,44919,put down sponge,sponge,9,sponge,9
P22_109_34,3145,3209,close cupboard,cupboard,3,cupboard,3
P22_109_340,44921,44953,turn on tap,tap,0,tap,0
P22_109_342,45095,45127,pick up sponge,sponge,9,sponge,9
P22_109_35,3191,3265,open drawer,drawer,8,drawer,8
P22_109_355,45901,45963,turn off tap,tap,0,tap,0
P22_109_356,45979,46017,pick up sponge,sponge,9,sponge,9
P22_109_371,47653,47675,put down sponge,sponge,9,sponge,9
P22_109_372,47668,47699,turn on tap,tap,0,tap,0
P22_109_373,47701,47739,move tap,tap,0,tap,0
P22_109_387,48748,48778,turn off tap,tap,0,tap,0
P22_109_389,48847,48860,turn on tap,tap,0,tap,0
P22_109_390,48865,48952,rinse hands,hand,11,hand,11
P22_109_391,48957,48983,turn off tap,tap,0,tap,0
P22_109_392,48987,49130,shake hands,hand,11,hand,11
P22_109_393,49129,49173,pick up cloth,cloth,17,cloth,17
P22_109_394,49177,49315,dry hands,hand,11,hand,11
P22_109_395,49320,49407,put down cloth,cloth,17,cloth,17
P22_109_4,541,578,close cupboard,cupboard,3,cupboard,3
P22_109_401,49907,49934,pick up sponge,sponge,9,sponge,9
P22_109_403,50106,50156,turn on tap,tap,0,tap,0
P22_109_404,50132,50183,rinse sponge,sponge,9,sponge,9
P22_109_406,50417,50442,turn off tap,tap,0,tap,0
P22_109_407,50433,50475,pick up sponge,sponge,9,sponge,9
P22_109_426,55150,55191,put down sponge,sponge,9,sponge,9
P22_109_427,55247,55275,turn on tap,tap,0,tap,0
P22_109_428,55266,55326,rinse hands,hand,11,hand,11
P22_109_43,3807,3853,close drawer,drawer,8,drawer,8
P22_109_433,56508,56554,turn off tap,tap,0,tap,0
P22_109_436,56794,56819,turn on tap,tap,0,tap,0
P22_109_438,57960,57979,turn off tap,tap,0,tap,0
P22_109_44,3850,3891,pick up plate,plate,2,plate,2
P22_109_440,58129,58241,turn on tap,tap,0,tap,0
P22_109_441,58227,58287,rinse hands,hand,11,hand,11
P22_109_442,58288,58310,turn off tap,tap,0,tap,0
P22_109_443,58323,58359,shake hands,hand,11,hand,11
P22_109_444,58360,58383,pick up cloth,cloth,17,cloth,17
P22_109_445,58385,58657,dry hands,hand,11,hand,11
P22_109_446,58693,58750,put down cloth,cloth,17,cloth,17
P22_109_449,58900,58952,turn on tap,tap,0,tap,0
P22_109_45,3910,3954,pick up plate,plate,2,plate,2
P22_109_450,58957,58989,pick up sponge,sponge,9,sponge,9
P22_109_451,58991,59195,rinse sponge,sponge,9,sponge,9
P22_109_452,59198,59242,rinse hand,hand,11,hand,11
P22_109_453,59251,59298,put down sponge,sponge,9,sponge,9
P22_109_454,59298,59336,pick up cloth,cloth,17,cloth,17
P22_109_455,59371,59442,rinse cloth,cloth,17,cloth,17
P22_109_456,59446,59482,turn off tap,tap,0,tap,0
P22_109_457,59486,59550,wring cloth,cloth,17,cloth,17
P22_109_458,59555,59589,put down cloth,cloth,17,cloth,17
